instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NCD_FO|15244,15244,JPYINR25JUN57CE,,2.0725,26-06-2025,57,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15245,15245,JPYINR25JUN57PE,,2.69,26-06-2025,57,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15246,15246,JPYINR25JUN57.25CE,,1.975,26-06-2025,57.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15247,15247,JPYINR25JUN57.25PE,,2.8225,26-06-2025,57.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15248,15248,JPYINR25JUN57.5CE,,1.8775,26-06-2025,57.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15249,15249,JPYINR25JUN57.5PE,,2.96,26-06-2025,57.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15250,15250,JPYINR25JUN57.75CE,,1.785,26-06-2025,57.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15251,15251,JPYINR25JUN57.75PE,,3.1,26-06-2025,57.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15252,15252,JPYINR25JUN58CE,,1.6975,26-06-2025,58,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15253,15253,JPYINR25JUN58PE,,3.2425,26-06-2025,58,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15254,15254,JPYINR25JUN58.25CE,,1.61,26-06-2025,58.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15255,15255,JPYINR25JUN58.25PE,,3.3875,26-06-2025,58.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15274,15274,USDINR25JUN77.5CE,,0,26-06-2025,77.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15275,15275,USDINR25JUN77.5PE,,0,26-06-2025,77.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15276,15276,USDINR25JUN77.75CE,,0,26-06-2025,77.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15277,15277,USDINR25JUN77.75PE,,0,26-06-2025,77.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15278,15278,USDINR25JUN78CE,,0,26-06-2025,78,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15279,15279,USDINR25JUN78PE,,0,26-06-2025,78,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15280,15280,USDINR25JUN78.25CE,,0,26-06-2025,78.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15281,15281,USDINR25JUN78.25PE,,0,26-06-2025,78.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15282,15282,USDINR25JUN78.5CE,,0,26-06-2025,78.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15283,15283,USDINR25JUN78.5PE,,0,26-06-2025,78.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15284,15284,USDINR25JUN78.75CE,,0,26-06-2025,78.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15285,15285,USDINR25JUN78.75PE,,0,26-06-2025,78.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15286,15286,USDINR25JUN79CE,,0,26-06-2025,79,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15287,15287,USDINR25JUN79PE,,0,26-06-2025,79,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15288,15288,USDINR25JUN79.25CE,,0,26-06-2025,79.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15289,15289,USDINR25JUN79.25PE,,0,26-06-2025,79.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15290,15290,USDINR25JUN79.5CE,,0,26-06-2025,79.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15291,15291,USDINR25JUN79.5PE,,0,26-06-2025,79.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15292,15292,USDINR25JUN79.75CE,,0,26-06-2025,79.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15293,15293,USDINR25JUN79.75PE,,0,26-06-2025,79.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15294,15294,USDINR25JUN80CE,,0,26-06-2025,80,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15295,15295,USDINR25JUN80PE,,0,26-06-2025,80,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15296,15296,USDINR25JUN80.25CE,,4.9525,26-06-2025,80.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15297,15297,USDINR25JUN80.25PE,,0.07,26-06-2025,80.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15298,15298,USDINR25JUN80.5CE,,4.7225,26-06-2025,80.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15299,15299,USDINR25JUN80.5PE,,0.085,26-06-2025,80.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15300,15300,USDINR25JUN80.75CE,,4.495,26-06-2025,80.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15301,15301,USDINR25JUN80.75PE,,0.1025,26-06-2025,80.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15302,15302,USDINR25JUN81CE,,4.2725,26-06-2025,81,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15303,15303,USDINR25JUN81PE,,0.1225,26-06-2025,81,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15304,15304,USDINR25JUN81.25CE,,4.05,26-06-2025,81.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15305,15305,USDINR25JUN81.25PE,,0.145,26-06-2025,81.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15306,15306,USDINR25JUN81.5CE,,3.8325,26-06-2025,81.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15307,15307,USDINR25JUN81.5PE,,0.1725,26-06-2025,81.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15308,15308,USDINR25JUN81.75CE,,3.62,26-06-2025,81.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15309,15309,USDINR25JUN81.75PE,,0.2025,26-06-2025,81.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15310,15310,USDINR25JUN82CE,,3.41,26-06-2025,82,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15311,15311,USDINR25JUN82PE,,0.24,26-06-2025,82,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15312,15312,USDINR25JUN82.25CE,,3.205,26-06-2025,82.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15313,15313,USDINR25JUN82.25PE,,0.28,26-06-2025,82.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15314,15314,USDINR25JUN82.5CE,,3.005,26-06-2025,82.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15315,15315,USDINR25JUN82.5PE,,0.325,26-06-2025,82.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15316,15316,USDINR25JUN82.75CE,,2.8125,26-06-2025,82.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15317,15317,USDINR25JUN82.75PE,,0.375,26-06-2025,82.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15318,15318,USDINR25JUN83CE,,2.625,26-06-2025,83,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15319,15319,USDINR25JUN83PE,,0.4325,26-06-2025,83,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15320,15320,USDINR25JUN83.25CE,,2.4425,26-06-2025,83.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15321,15321,USDINR25JUN83.25PE,,0.495,26-06-2025,83.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15322,15322,USDINR25JUN83.5CE,,2.265,26-06-2025,83.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15323,15323,USDINR25JUN83.5PE,,0.5625,26-06-2025,83.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15324,15324,USDINR25JUN83.75CE,,2.0975,26-06-2025,83.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15325,15325,USDINR25JUN83.75PE,,0.64,26-06-2025,83.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15326,15326,USDINR25JUN84CE,,1.935,26-06-2025,84,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15327,15327,USDINR25JUN84PE,,0.7225,26-06-2025,84,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15328,15328,USDINR25JUN84.25CE,,1.7825,26-06-2025,84.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15329,15329,USDINR25JUN84.25PE,,0.8125,26-06-2025,84.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15330,15330,USDINR25JUN84.5CE,,1.635,26-06-2025,84.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15331,15331,USDINR25JUN84.5PE,,0.91,26-06-2025,84.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15332,15332,USDINR25JUN84.75CE,,1.495,26-06-2025,84.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15333,15333,USDINR25JUN84.75PE,,1.015,26-06-2025,84.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15334,15334,USDINR25JUN85CE,,1.3625,26-06-2025,85,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15335,15335,USDINR25JUN85PE,,1.13,26-06-2025,85,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15336,15336,USDINR25JUN85.25CE,,1.24,26-06-2025,85.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15337,15337,USDINR25JUN85.25PE,,1.25,26-06-2025,85.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15338,15338,USDINR25JUN85.5CE,,1.1225,26-06-2025,85.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15339,15339,USDINR25JUN85.5PE,,1.3775,26-06-2025,85.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15340,15340,USDINR25JUN85.75CE,,1.015,26-06-2025,85.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15341,15341,USDINR25JUN85.75PE,,1.5125,26-06-2025,85.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15342,15342,USDINR25JUN86CE,,0.9125,26-06-2025,86,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15343,15343,USDINR25JUN86PE,,1.6575,26-06-2025,86,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15344,15344,USDINR25JUN86.25CE,,0.82,26-06-2025,86.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15345,15345,USDINR25JUN86.25PE,,1.8075,26-06-2025,86.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15346,15346,USDINR25JUN86.5CE,,0.7325,26-06-2025,86.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15347,15347,USDINR25JUN86.5PE,,1.965,26-06-2025,86.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15348,15348,USDINR25JUN86.75CE,,0.6525,26-06-2025,86.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15349,15349,USDINR25JUN86.75PE,,2.13,26-06-2025,86.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15350,15350,USDINR25JUN87CE,,0.58,26-06-2025,87,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15351,15351,USDINR25JUN87PE,,2.3025,26-06-2025,87,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15352,15352,USDINR25JUN87.25CE,,0.5125,26-06-2025,87.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15355,15355,USDINR25JUN87.25PE,,2.48,26-06-2025,87.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15356,15356,USDINR25JUN87.5CE,,0.4525,26-06-2025,87.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15357,15357,USDINR25JUN87.5PE,,2.665,26-06-2025,87.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15358,15358,USDINR25JUN87.75CE,,0,26-06-2025,87.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15359,15359,USDINR25JUN87.75PE,,0,26-06-2025,87.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15360,15360,USDINR25JUN88CE,,0,26-06-2025,88,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15361,15361,USDINR25JUN88PE,,0,26-06-2025,88,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15362,15362,USDINR25JUN88.25CE,,0,26-06-2025,88.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15363,15363,USDINR25JUN88.25PE,,0,26-06-2025,88.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15364,15364,USDINR25JUN88.5CE,,0,26-06-2025,88.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15365,15365,USDINR25JUN88.5PE,,0,26-06-2025,88.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15366,15366,USDINR25JUN88.75CE,,0,26-06-2025,88.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15367,15367,USDINR25JUN88.75PE,,0,26-06-2025,88.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15368,15368,USDINR25JUN89CE,,0,26-06-2025,89,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15369,15369,USDINR25JUN89PE,,0,26-06-2025,89,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15370,15370,USDINR25JUN89.25CE,,0,26-06-2025,89.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15371,15371,USDINR25JUN89.25PE,,0,26-06-2025,89.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15372,15372,USDINR25JUN89.5CE,,0,26-06-2025,89.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15373,15373,USDINR25JUN89.5PE,,0,26-06-2025,89.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15472,15472,EURINR25JUN83.25CE,,0,26-06-2025,83.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15473,15473,EURINR25JUN83.25PE,,0,26-06-2025,83.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15619,15619,JPYINR25MAR56.25PE,,1.23,27-03-2025,56.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15620,15620,JPYINR25MAR56.5CE,,4.3925,27-03-2025,56.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15621,15621,JPYINR25MAR56.5PE,,1.305,27-03-2025,56.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15622,15622,JPYINR25MAR56.75CE,,4.24,27-03-2025,56.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15623,15623,JPYINR25MAR56.75PE,,1.385,27-03-2025,56.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15624,15624,JPYINR25MAR57CE,,4.0925,27-03-2025,57,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15625,15625,JPYINR25MAR57PE,,1.4675,27-03-2025,57,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15626,15626,JPYINR25MAR57.25CE,,3.9475,27-03-2025,57.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15627,15627,JPYINR25MAR57.25PE,,1.5525,27-03-2025,57.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15628,15628,JPYINR25MAR57.5CE,,3.805,27-03-2025,57.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15629,15629,JPYINR25MAR57.5PE,,1.64,27-03-2025,57.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15630,15630,JPYINR25MAR57.75CE,,3.6675,27-03-2025,57.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15631,15631,JPYINR25MAR57.75PE,,1.7325,27-03-2025,57.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15632,15632,JPYINR25MAR58CE,,3.53,27-03-2025,58,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15633,15633,JPYINR25MAR58PE,,1.8275,27-03-2025,58,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15634,15634,JPYINR25MAR58.25CE,,3.4,27-03-2025,58.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15635,15635,JPYINR25MAR58.25PE,,1.9275,27-03-2025,58.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15636,15636,JPYINR25MAR58.5CE,,3.27,27-03-2025,58.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15637,15637,JPYINR25MAR58.5PE,,2.0275,27-03-2025,58.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15638,15638,JPYINR25MAR58.75CE,,3.145,27-03-2025,58.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15639,15639,JPYINR25MAR58.75PE,,2.1325,27-03-2025,58.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15640,15640,JPYINR25MAR59CE,,3.0225,27-03-2025,59,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15641,15641,JPYINR25MAR59PE,,2.2425,27-03-2025,59,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15642,15642,JPYINR25MAR59.25CE,,2.9025,27-03-2025,59.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15643,15643,JPYINR25MAR59.25PE,,2.3525,27-03-2025,59.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15644,15644,JPYINR25MAR59.5CE,,2.7875,27-03-2025,59.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15645,15645,JPYINR25MAR59.5PE,,2.4675,27-03-2025,59.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15646,15646,JPYINR25MAR59.75CE,,2.675,27-03-2025,59.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15647,15647,JPYINR25MAR59.75PE,,2.585,27-03-2025,59.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15648,15648,JPYINR25MAR60CE,,2.565,27-03-2025,60,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15649,15649,JPYINR25MAR60PE,,2.7075,27-03-2025,60,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15650,15650,JPYINR25MAR60.25CE,,2.4575,27-03-2025,60.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15651,15651,JPYINR25MAR60.25PE,,2.83,27-03-2025,60.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15652,15652,JPYINR25MAR60.5CE,,2.355,27-03-2025,60.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15653,15653,JPYINR25MAR60.5PE,,2.9575,27-03-2025,60.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15654,15654,JPYINR25MAR60.75CE,,2.255,27-03-2025,60.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15655,15655,JPYINR25MAR60.75PE,,3.09,27-03-2025,60.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15656,15656,JPYINR25MAR61CE,,2.1575,27-03-2025,61,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15657,15657,JPYINR25MAR61PE,,3.2225,27-03-2025,61,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15658,15658,JPYINR25MAR61.25CE,,2.065,27-03-2025,61.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15659,15659,JPYINR25MAR61.25PE,,3.36,27-03-2025,61.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15787,15787,USDINR24DEC89.5CE,,0,27-12-2024,89.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15788,15788,USDINR24DEC89.5PE,,0,27-12-2024,89.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15789,15789,USDINR24DEC89.75CE,,0,27-12-2024,89.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15790,15790,USDINR24DEC89.75PE,,0,27-12-2024,89.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15791,15791,USDINR25MAR77.75CE,,0,27-03-2025,77.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15792,15792,USDINR25MAR77.75PE,,0,27-03-2025,77.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15793,15793,USDINR25MAR78CE,,0,27-03-2025,78,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15794,15794,USDINR25MAR78PE,,0,27-03-2025,78,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15795,15795,USDINR25MAR78.25CE,,0,27-03-2025,78.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15796,15796,USDINR25MAR78.25PE,,0,27-03-2025,78.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15797,15797,USDINR25MAR78.5CE,,0,27-03-2025,78.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15798,15798,USDINR25MAR78.5PE,,0,27-03-2025,78.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15799,15799,USDINR25MAR78.75CE,,0,27-03-2025,78.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15800,15800,USDINR25MAR78.75PE,,0,27-03-2025,78.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15801,15801,USDINR25MAR79CE,,0,27-03-2025,79,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15802,15802,USDINR25MAR79PE,,0,27-03-2025,79,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15803,15803,USDINR25MAR79.25CE,,0,27-03-2025,79.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15804,15804,USDINR25MAR79.25PE,,0,27-03-2025,79.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15805,15805,USDINR25MAR79.5CE,,0,27-03-2025,79.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15806,15806,USDINR25MAR79.5PE,,0,27-03-2025,79.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15807,15807,USDINR25MAR79.75CE,,0,27-03-2025,79.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15808,15808,USDINR25MAR79.75PE,,0,27-03-2025,79.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15809,15809,USDINR25MAR80CE,,0,27-03-2025,80,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15810,15810,USDINR25MAR80PE,,0,27-03-2025,80,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15811,15811,USDINR25MAR80.25CE,,5.5925,27-03-2025,80.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15812,15812,USDINR25MAR80.25PE,,0.055,27-03-2025,80.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15813,15813,USDINR25MAR80.5CE,,5.36,27-03-2025,80.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15814,15814,USDINR25MAR80.5PE,,0.065,27-03-2025,80.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15815,15815,USDINR25MAR80.75CE,,5.13,27-03-2025,80.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15816,15816,USDINR25MAR80.75PE,,0.0775,27-03-2025,80.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15817,15817,USDINR25MAR81CE,,4.9025,27-03-2025,81,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15818,15818,USDINR25MAR81PE,,0.095,27-03-2025,81,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15819,15819,USDINR25MAR81.25CE,,4.6775,27-03-2025,81.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15820,15820,USDINR25MAR81.25PE,,0.1125,27-03-2025,81.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15821,15821,USDINR25MAR81.5CE,,4.455,27-03-2025,81.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15822,15822,USDINR25MAR81.5PE,,0.1325,27-03-2025,81.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15823,15823,USDINR25MAR81.75CE,,4.235,27-03-2025,81.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15824,15824,USDINR25MAR81.75PE,,0.1575,27-03-2025,81.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15825,15825,USDINR25MAR82CE,,4.0175,27-03-2025,82,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15826,15826,USDINR25MAR82PE,,0.185,27-03-2025,82,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15827,15827,USDINR25MAR82.25CE,,3.8075,27-03-2025,82.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15828,15828,USDINR25MAR82.25PE,,0.215,27-03-2025,82.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15829,15829,USDINR25MAR82.5CE,,3.5975,27-03-2025,82.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15830,15830,USDINR25MAR82.5PE,,0.25,27-03-2025,82.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15831,15831,USDINR25MAR82.75CE,,3.395,27-03-2025,82.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15832,15832,USDINR25MAR82.75PE,,0.29,27-03-2025,82.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15833,15833,USDINR25MAR83CE,,3.195,27-03-2025,83,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15834,15834,USDINR25MAR83PE,,0.335,27-03-2025,83,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15835,15835,USDINR25MAR83.25CE,,3.0025,27-03-2025,83.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15836,15836,USDINR25MAR83.25PE,,0.385,27-03-2025,83.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15837,15837,USDINR25MAR83.5CE,,2.815,27-03-2025,83.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15838,15838,USDINR25MAR83.5PE,,0.44,27-03-2025,83.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15839,15839,USDINR25MAR83.75CE,,2.635,27-03-2025,83.75,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15840,15840,USDINR25MAR83.75PE,,0.505,27-03-2025,83.75,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15841,15841,USDINR25MAR84CE,,2.455,27-03-2025,84,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15842,15842,USDINR25MAR84PE,,0.5675,27-03-2025,84,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15843,15843,USDINR25MAR84.25CE,,2.285,27-03-2025,84.25,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15844,15844,USDINR25MAR84.25PE,,0.64,27-03-2025,84.25,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15845,15845,USDINR25MAR84.5CE,,2.12,27-03-2025,84.5,0.25,1,OPTCUR,CE,NCD_FO
NCD_FO|15846,15846,USDINR25MAR84.5PE,,0.72,27-03-2025,84.5,0.25,1,OPTCUR,PE,NCD_FO
NCD_FO|15847,15847,USDINR25MAR84.75CE,,1.9625,27-03-2025,84.75,0.25,1,OPTCUR,CE,NCD_FO
